text,risk_level,age
He threw my phone against the wall today. I felt fearful.,immediate_danger,53
I feel like he’s getting more impatient lately. I felt worried. I cooked dinner while they did homework.,at_risk,18
He didn’t come home until late and wouldn’t talk. I felt worried.,at_risk,28
He grabbed my wrist when I tried to leave the room. I felt fearful.,immediate_danger,55
He screamed at me in front of the kids tonight. I felt terrified.,immediate_danger,44
"He told me if I left, he would find me. I felt fearful.",immediate_danger,62
I try not to upset him but I never know what will trigger him. I felt worried.,at_risk,51
He said he’ll make sure I regret everything. I felt panicked.,immediate_danger,57
Today was peaceful. I even went out for a walk by myself. I felt relieved.,safe,26
I feel like he’s getting more impatient lately. I felt tense.,at_risk,49
I slept through the night without waking up in panic. I felt hopeful.,safe,39
He was in a good mood today and we had dinner together. I felt hopeful. My daughter stayed in her room most of the day.,safe,57
It was a calm evening. Nothing alarming happened. I felt hopeful. We played board games together after school.,safe,31
"He told me if I left, he would find me. I felt panicked.",immediate_danger,55
He said good morning and that felt comforting. I felt hopeful.,safe,41
Today we didn’t fight. It was a calm day and I’m thankful. I felt relieved.,safe,33
He keeps checking where I go. I feel watched. I felt anxious.,at_risk,58
He grabbed my wrist when I tried to leave the room. I felt panicked.,immediate_danger,24
I slept through the night without waking up in panic. I felt hopeful. The kids are starting to ask questions.,safe,20
I heard him walking around the house with something heavy. I felt panicked.,immediate_danger,62
He screamed at me in front of the kids tonight. I felt panicked. He didn’t say anything to the children today.,immediate_danger,58
He keeps checking where I go. I feel watched. I felt worried.,at_risk,58
He said he’ll make sure I regret everything. I felt fearful. The kids seemed happy today.,immediate_danger,19
I feel like he’s getting more impatient lately. I felt anxious. He didn’t say anything to the children today.,at_risk,31
I heard him walking around the house with something heavy. I felt terrified. We played board games together after school.,immediate_danger,21
I heard him walking around the house with something heavy. I felt terrified.,immediate_danger,40
He screamed at me in front of the kids tonight. I felt terrified.,immediate_danger,58
"He told me if I left, he would find me. I felt fearful.",immediate_danger,39
He said he’ll make sure I regret everything. I felt terrified.,immediate_danger,35
I feel like he’s getting more impatient lately. I felt tense.,at_risk,58
It was a calm evening. Nothing alarming happened. I felt relieved. I tried to keep the children quiet.,safe,24
I try not to upset him but I never know what will trigger him. I felt tense.,at_risk,30
He said he’ll make sure I regret everything. I felt panicked.,immediate_danger,32
He didn’t come home until late and wouldn’t talk. I felt worried.,at_risk,36
He said he’ll make sure I regret everything. I felt terrified.,immediate_danger,54
He keeps checking where I go. I feel watched. I felt anxious. I tried to keep the children quiet.,at_risk,50
He punched the wall again. It’s not the first time. I felt anxious. I tried to keep the children quiet.,at_risk,22
It was a calm evening. Nothing alarming happened. I felt hopeful.,safe,62
He threw my phone against the wall today. I felt terrified. I cooked dinner while they did homework.,immediate_danger,59
He punched the wall again. It’s not the first time. I felt anxious.,at_risk,41
He threw my phone against the wall today. I felt panicked. I cooked dinner while they did homework.,immediate_danger,57
He said he’ll make sure I regret everything. I felt panicked. The kids seemed happy today.,immediate_danger,30
We talked about our plans and no arguments came up. I felt calm.,safe,27
I try not to upset him but I never know what will trigger him. I felt worried.,at_risk,30
He said he’ll make sure I regret everything. I felt terrified.,immediate_danger,25
He grabbed my wrist when I tried to leave the room. I felt terrified. I cooked dinner while they did homework.,immediate_danger,49
He said good morning and that felt comforting. I felt hopeful.,safe,42
We talked about our plans and no arguments came up. I felt hopeful.,safe,23
Today we didn’t fight. It was a calm day and I’m thankful. I felt hopeful.,safe,18
"He told me if I left, he would find me. I felt terrified. The kids are starting to ask questions.",immediate_danger,39
We talked about our plans and no arguments came up. I felt relieved. My daughter stayed in her room most of the day.,safe,49
I heard him walking around the house with something heavy. I felt terrified. I tried to keep the children quiet.,immediate_danger,27
He screamed at me in front of the kids tonight. I felt terrified. I tried to keep the children quiet.,immediate_danger,42
It was a calm evening. Nothing alarming happened. I felt hopeful.,safe,33
He threw my phone against the wall today. I felt terrified.,immediate_danger,61
He grabbed my wrist when I tried to leave the room. I felt fearful. I tried to keep the children quiet.,immediate_danger,19
He screamed at me in front of the kids tonight. I felt panicked. We played board games together after school.,immediate_danger,26
He said good morning and that felt comforting. I felt hopeful.,safe,42
He said good morning and that felt comforting. I felt calm. My daughter stayed in her room most of the day.,safe,29
I feel like he’s getting more impatient lately. I felt worried.,at_risk,47
He threw my phone against the wall today. I felt fearful.,immediate_danger,64
He didn’t come home until late and wouldn’t talk. I felt tense. The kids seemed happy today.,at_risk,54
He grabbed my wrist when I tried to leave the room. I felt panicked.,immediate_danger,60
He punched the wall again. It’s not the first time. I felt tense.,at_risk,50
We talked about our plans and no arguments came up. I felt relieved.,safe,23
He grabbed my wrist when I tried to leave the room. I felt terrified.,immediate_danger,40
Today we didn’t fight. It was a calm day and I’m thankful. I felt calm.,safe,22
He was in a good mood today and we had dinner together. I felt hopeful. I tried to keep the children quiet.,safe,25
I slept through the night without waking up in panic. I felt calm. My daughter stayed in her room most of the day.,safe,34
I feel like he’s getting more impatient lately. I felt worried.,at_risk,63
He said he’ll make sure I regret everything. I felt panicked.,immediate_danger,59
He screamed at me in front of the kids tonight. I felt panicked.,immediate_danger,58
I feel like he’s getting more impatient lately. I felt worried.,at_risk,57
I feel like he’s getting more impatient lately. I felt worried.,at_risk,42
We talked about our plans and no arguments came up. I felt calm.,safe,50
He said he’ll make sure I regret everything. I felt terrified.,immediate_danger,26
He threw my phone against the wall today. I felt fearful.,immediate_danger,20
Today was peaceful. I even went out for a walk by myself. I felt calm.,safe,57
It was a calm evening. Nothing alarming happened. I felt relieved.,safe,38
I feel like he’s getting more impatient lately. I felt tense.,at_risk,32
He grabbed my wrist when I tried to leave the room. I felt panicked. The kids seemed happy today.,immediate_danger,65
He raised his voice again but didn’t hit me. I felt worried.,at_risk,24
Today was peaceful. I even went out for a walk by myself. I felt relieved. The kids are starting to ask questions.,safe,62
Today was peaceful. I even went out for a walk by myself. I felt hopeful. The kids seemed happy today.,safe,49
He screamed at me in front of the kids tonight. I felt panicked.,immediate_danger,50
He screamed at me in front of the kids tonight. I felt terrified.,immediate_danger,52
Sometimes I pretend to sleep so I don't have to talk to him. I felt worried. He didn’t say anything to the children today.,at_risk,41
I slept through the night without waking up in panic. I felt calm.,safe,29
I try not to upset him but I never know what will trigger him. I felt tense.,at_risk,18
He keeps checking where I go. I feel watched. I felt worried. My daughter stayed in her room most of the day.,at_risk,49
Today was peaceful. I even went out for a walk by myself. I felt relieved.,safe,45
Sometimes I pretend to sleep so I don't have to talk to him. I felt worried.,at_risk,26
Today we didn’t fight. It was a calm day and I’m thankful. I felt relieved.,safe,24
We talked about our plans and no arguments came up. I felt relieved.,safe,29
I locked myself in the bathroom after he yelled. I felt terrified.,immediate_danger,30
He was in a good mood today and we had dinner together. I felt hopeful.,safe,47
He said good morning and that felt comforting. I felt calm.,safe,58
I heard him walking around the house with something heavy. I felt terrified.,immediate_danger,41
We talked about our plans and no arguments came up. I felt calm.,safe,37
He punched the wall again. It’s not the first time. I felt worried.,at_risk,62
Today we didn’t fight. It was a calm day and I’m thankful. I felt calm.,safe,29
He grabbed my wrist when I tried to leave the room. I felt terrified.,immediate_danger,54
I heard him walking around the house with something heavy. I felt panicked.,immediate_danger,64
I heard him walking around the house with something heavy. I felt terrified.,immediate_danger,55
Today was peaceful. I even went out for a walk by myself. I felt relieved.,safe,59
He threw my phone against the wall today. I felt terrified.,immediate_danger,28
Sometimes I pretend to sleep so I don't have to talk to him. I felt worried. My daughter stayed in her room most of the day.,at_risk,59
I slept through the night without waking up in panic. I felt hopeful.,safe,34
He raised his voice again but didn’t hit me. I felt anxious. The kids seemed happy today.,at_risk,21
He said good morning and that felt comforting. I felt hopeful.,safe,47
He was in a good mood today and we had dinner together. I felt relieved.,safe,26
He keeps checking where I go. I feel watched. I felt anxious. My daughter stayed in her room most of the day.,at_risk,36
He grabbed my wrist when I tried to leave the room. I felt terrified.,immediate_danger,63
I try not to upset him but I never know what will trigger him. I felt worried.,at_risk,32
He screamed at me in front of the kids tonight. I felt terrified.,immediate_danger,46
He grabbed my wrist when I tried to leave the room. I felt terrified. I tried to keep the children quiet.,immediate_danger,18
He threw my phone against the wall today. I felt panicked.,immediate_danger,37
It was a calm evening. Nothing alarming happened. I felt relieved.,safe,62
I locked myself in the bathroom after he yelled. I felt terrified. The kids are starting to ask questions.,immediate_danger,48
"He told me if I left, he would find me. I felt terrified.",immediate_danger,34
He didn’t come home until late and wouldn’t talk. I felt tense.,at_risk,53
He grabbed my wrist when I tried to leave the room. I felt fearful. We played board games together after school.,immediate_danger,24
I locked myself in the bathroom after he yelled. I felt panicked.,immediate_danger,38
I heard him walking around the house with something heavy. I felt terrified.,immediate_danger,34
We talked about our plans and no arguments came up. I felt hopeful.,safe,22
He didn’t come home until late and wouldn’t talk. I felt anxious.,at_risk,43
He raised his voice again but didn’t hit me. I felt tense.,at_risk,21
He grabbed my wrist when I tried to leave the room. I felt panicked.,immediate_danger,52
I feel like he’s getting more impatient lately. I felt worried. We played board games together after school.,at_risk,58
Sometimes I pretend to sleep so I don't have to talk to him. I felt anxious.,at_risk,47
I try not to upset him but I never know what will trigger him. I felt anxious.,at_risk,28
"He told me if I left, he would find me. I felt terrified. I tried to keep the children quiet.",immediate_danger,59
I heard him walking around the house with something heavy. I felt terrified.,immediate_danger,31
He grabbed my wrist when I tried to leave the room. I felt fearful. The kids seemed happy today.,immediate_danger,61
He grabbed my wrist when I tried to leave the room. I felt terrified.,immediate_danger,48
He grabbed my wrist when I tried to leave the room. I felt panicked. The kids seemed happy today.,immediate_danger,63
He punched the wall again. It’s not the first time. I felt worried. He didn’t say anything to the children today.,at_risk,49
I try not to upset him but I never know what will trigger him. I felt tense.,at_risk,28
He screamed at me in front of the kids tonight. I felt panicked.,immediate_danger,42
He didn’t come home until late and wouldn’t talk. I felt tense.,at_risk,45
Sometimes I pretend to sleep so I don't have to talk to him. I felt worried.,at_risk,52
He didn’t come home until late and wouldn’t talk. I felt worried.,at_risk,51
"He told me if I left, he would find me. I felt panicked.",immediate_danger,41
He said he’ll make sure I regret everything. I felt terrified.,immediate_danger,20
He grabbed my wrist when I tried to leave the room. I felt panicked.,immediate_danger,50
He punched the wall again. It’s not the first time. I felt worried.,at_risk,36
"He told me if I left, he would find me. I felt panicked.",immediate_danger,62
He didn’t come home until late and wouldn’t talk. I felt tense. The kids are starting to ask questions.,at_risk,35
I locked myself in the bathroom after he yelled. I felt panicked.,immediate_danger,61
Sometimes I pretend to sleep so I don't have to talk to him. I felt anxious.,at_risk,50
I locked myself in the bathroom after he yelled. I felt fearful. My daughter stayed in her room most of the day.,immediate_danger,51
Today we didn’t fight. It was a calm day and I’m thankful. I felt hopeful.,safe,44
It was a calm evening. Nothing alarming happened. I felt relieved.,safe,27
I heard him walking around the house with something heavy. I felt fearful.,immediate_danger,47
Sometimes I pretend to sleep so I don't have to talk to him. I felt tense. We played board games together after school.,at_risk,59
He threw my phone against the wall today. I felt fearful.,immediate_danger,40
I feel like he’s getting more impatient lately. I felt worried.,at_risk,36
Sometimes I pretend to sleep so I don't have to talk to him. I felt tense.,at_risk,27
He punched the wall again. It’s not the first time. I felt tense.,at_risk,26
"He told me if I left, he would find me. I felt terrified.",immediate_danger,58
I slept through the night without waking up in panic. I felt hopeful.,safe,49
He said good morning and that felt comforting. I felt hopeful. We played board games together after school.,safe,61
He keeps checking where I go. I feel watched. I felt tense.,at_risk,41
He keeps checking where I go. I feel watched. I felt anxious.,at_risk,28
It was a calm evening. Nothing alarming happened. I felt calm.,safe,57
He didn’t come home until late and wouldn’t talk. I felt worried.,at_risk,35
"He told me if I left, he would find me. I felt terrified.",immediate_danger,31
He threw my phone against the wall today. I felt fearful.,immediate_danger,25
He grabbed my wrist when I tried to leave the room. I felt fearful.,immediate_danger,60
I feel like he’s getting more impatient lately. I felt anxious.,at_risk,38
He keeps checking where I go. I feel watched. I felt anxious.,at_risk,28
He didn’t come home until late and wouldn’t talk. I felt worried.,at_risk,58
I try not to upset him but I never know what will trigger him. I felt worried.,at_risk,39
He keeps checking where I go. I feel watched. I felt anxious. I tried to keep the children quiet.,at_risk,35
I slept through the night without waking up in panic. I felt calm.,safe,40
He raised his voice again but didn’t hit me. I felt anxious.,at_risk,24
Today we didn’t fight. It was a calm day and I’m thankful. I felt relieved.,safe,22
He punched the wall again. It’s not the first time. I felt worried.,at_risk,43
He threw my phone against the wall today. I felt fearful. He didn’t say anything to the children today.,immediate_danger,43
He threw my phone against the wall today. I felt terrified. He didn’t say anything to the children today.,immediate_danger,59
He keeps checking where I go. I feel watched. I felt worried.,at_risk,62
I try not to upset him but I never know what will trigger him. I felt tense.,at_risk,28
He was in a good mood today and we had dinner together. I felt hopeful. We played board games together after school.,safe,51
I slept through the night without waking up in panic. I felt calm.,safe,20
He screamed at me in front of the kids tonight. I felt terrified. I cooked dinner while they did homework.,immediate_danger,40
Today was peaceful. I even went out for a walk by myself. I felt hopeful.,safe,31
He said he’ll make sure I regret everything. I felt terrified.,immediate_danger,32
He was in a good mood today and we had dinner together. I felt relieved.,safe,38
We talked about our plans and no arguments came up. I felt hopeful. I tried to keep the children quiet.,safe,24
Today we didn’t fight. It was a calm day and I’m thankful. I felt calm. I tried to keep the children quiet.,safe,37
He said good morning and that felt comforting. I felt hopeful.,safe,56
We talked about our plans and no arguments came up. I felt relieved.,safe,29
He keeps checking where I go. I feel watched. I felt worried. I cooked dinner while they did homework.,at_risk,45
"He told me if I left, he would find me. I felt panicked. The kids are starting to ask questions.",immediate_danger,30
I heard him walking around the house with something heavy. I felt fearful. I tried to keep the children quiet.,immediate_danger,60
I feel like he’s getting more impatient lately. I felt worried.,at_risk,46
He grabbed my wrist when I tried to leave the room. I felt fearful.,immediate_danger,47
He grabbed my wrist when I tried to leave the room. I felt panicked.,immediate_danger,53
He didn’t come home until late and wouldn’t talk. I felt worried. He didn’t say anything to the children today.,at_risk,64
I slept through the night without waking up in panic. I felt hopeful.,safe,56
He was in a good mood today and we had dinner together. I felt relieved.,safe,28
He said he’ll make sure I regret everything. I felt terrified.,immediate_danger,44
He screamed at me in front of the kids tonight. I felt terrified. We played board games together after school.,immediate_danger,35
We talked about our plans and no arguments came up. I felt hopeful.,safe,55
Today we didn’t fight. It was a calm day and I’m thankful. I felt calm.,safe,39
He said good morning and that felt comforting. I felt hopeful.,safe,57
He punched the wall again. It’s not the first time. I felt tense.,at_risk,32
We talked about our plans and no arguments came up. I felt hopeful.,safe,19
He raised his voice again but didn’t hit me. I felt tense. My daughter stayed in her room most of the day.,at_risk,32
He threw my phone against the wall today. I felt terrified. The kids are starting to ask questions.,immediate_danger,19
Sometimes I pretend to sleep so I don't have to talk to him. I felt anxious. We played board games together after school.,at_risk,42
We talked about our plans and no arguments came up. I felt relieved. My daughter stayed in her room most of the day.,safe,57
I feel like he’s getting more impatient lately. I felt worried.,at_risk,49
We talked about our plans and no arguments came up. I felt relieved. The kids are starting to ask questions.,safe,65
He screamed at me in front of the kids tonight. I felt terrified.,immediate_danger,29
"He told me if I left, he would find me. I felt terrified. I tried to keep the children quiet.",immediate_danger,61
It was a calm evening. Nothing alarming happened. I felt relieved. I cooked dinner while they did homework.,safe,32
He said he’ll make sure I regret everything. I felt fearful.,immediate_danger,19
He keeps checking where I go. I feel watched. I felt worried.,at_risk,19
It was a calm evening. Nothing alarming happened. I felt relieved. I cooked dinner while they did homework.,safe,58
He didn’t come home until late and wouldn’t talk. I felt tense.,at_risk,58
It was a calm evening. Nothing alarming happened. I felt calm.,safe,53
He said good morning and that felt comforting. I felt relieved. My daughter stayed in her room most of the day.,safe,29
I feel like he’s getting more impatient lately. I felt tense. The kids are starting to ask questions.,at_risk,29
I slept through the night without waking up in panic. I felt relieved. The kids seemed happy today.,safe,41
I feel like he’s getting more impatient lately. I felt anxious. I tried to keep the children quiet.,at_risk,19
I locked myself in the bathroom after he yelled. I felt fearful.,immediate_danger,39
He keeps checking where I go. I feel watched. I felt anxious.,at_risk,26
I heard him walking around the house with something heavy. I felt panicked.,immediate_danger,55
He threw my phone against the wall today. I felt fearful.,immediate_danger,64
He threw my phone against the wall today. I felt panicked.,immediate_danger,32
He screamed at me in front of the kids tonight. I felt panicked. We played board games together after school.,immediate_danger,50
He grabbed my wrist when I tried to leave the room. I felt panicked.,immediate_danger,41
We talked about our plans and no arguments came up. I felt hopeful.,safe,23
I slept through the night without waking up in panic. I felt hopeful.,safe,44
I feel like he’s getting more impatient lately. I felt anxious.,at_risk,48
He punched the wall again. It’s not the first time. I felt anxious.,at_risk,33
He said he’ll make sure I regret everything. I felt terrified.,immediate_danger,32
He grabbed my wrist when I tried to leave the room. I felt fearful.,immediate_danger,34
We talked about our plans and no arguments came up. I felt hopeful. I tried to keep the children quiet.,safe,20
"He told me if I left, he would find me. I felt fearful. The kids are starting to ask questions.",immediate_danger,45
He keeps checking where I go. I feel watched. I felt worried. My daughter stayed in her room most of the day.,at_risk,33
He punched the wall again. It’s not the first time. I felt worried. My daughter stayed in her room most of the day.,at_risk,38
He screamed at me in front of the kids tonight. I felt fearful.,immediate_danger,37
He didn’t come home until late and wouldn’t talk. I felt anxious.,at_risk,46
I slept through the night without waking up in panic. I felt calm. I cooked dinner while they did homework.,safe,40
We talked about our plans and no arguments came up. I felt relieved. The kids seemed happy today.,safe,42
I slept through the night without waking up in panic. I felt relieved.,safe,56
He didn’t come home until late and wouldn’t talk. I felt tense. He didn’t say anything to the children today.,at_risk,44
Today was peaceful. I even went out for a walk by myself. I felt relieved.,safe,18
"He told me if I left, he would find me. I felt fearful.",immediate_danger,39
He was in a good mood today and we had dinner together. I felt hopeful.,safe,28
He keeps checking where I go. I feel watched. I felt worried.,at_risk,53
Today was peaceful. I even went out for a walk by myself. I felt hopeful. I cooked dinner while they did homework.,safe,43
He punched the wall again. It’s not the first time. I felt anxious. I tried to keep the children quiet.,at_risk,61
"He told me if I left, he would find me. I felt fearful.",immediate_danger,23
He keeps checking where I go. I feel watched. I felt worried. I tried to keep the children quiet.,at_risk,43
He screamed at me in front of the kids tonight. I felt fearful.,immediate_danger,43
He keeps checking where I go. I feel watched. I felt tense.,at_risk,36
I heard him walking around the house with something heavy. I felt terrified.,immediate_danger,64
Sometimes I pretend to sleep so I don't have to talk to him. I felt tense.,at_risk,38
He didn’t come home until late and wouldn’t talk. I felt anxious.,at_risk,20
He was in a good mood today and we had dinner together. I felt calm.,safe,54
Sometimes I pretend to sleep so I don't have to talk to him. I felt tense.,at_risk,63
He punched the wall again. It’s not the first time. I felt tense.,at_risk,60
I feel like he’s getting more impatient lately. I felt anxious. My daughter stayed in her room most of the day.,at_risk,40
I locked myself in the bathroom after he yelled. I felt terrified.,immediate_danger,53
He was in a good mood today and we had dinner together. I felt calm.,safe,53
I feel like he’s getting more impatient lately. I felt anxious.,at_risk,55
He punched the wall again. It’s not the first time. I felt tense.,at_risk,34
He said good morning and that felt comforting. I felt hopeful.,safe,33
He was in a good mood today and we had dinner together. I felt relieved. We played board games together after school.,safe,46
He threw my phone against the wall today. I felt fearful.,immediate_danger,28
Today was peaceful. I even went out for a walk by myself. I felt calm.,safe,21
He threw my phone against the wall today. I felt panicked. We played board games together after school.,immediate_danger,50
Today was peaceful. I even went out for a walk by myself. I felt calm. The kids are starting to ask questions.,safe,19
He didn’t come home until late and wouldn’t talk. I felt worried.,at_risk,64
"He told me if I left, he would find me. I felt fearful.",immediate_danger,34
Today was peaceful. I even went out for a walk by myself. I felt hopeful.,safe,18
He punched the wall again. It’s not the first time. I felt anxious.,at_risk,57
I heard him walking around the house with something heavy. I felt terrified. I cooked dinner while they did homework.,immediate_danger,19
Today was peaceful. I even went out for a walk by myself. I felt hopeful.,safe,56
He punched the wall again. It’s not the first time. I felt worried.,at_risk,48
He screamed at me in front of the kids tonight. I felt fearful.,immediate_danger,62
He was in a good mood today and we had dinner together. I felt calm.,safe,20
He keeps checking where I go. I feel watched. I felt anxious.,at_risk,54
I heard him walking around the house with something heavy. I felt panicked.,immediate_danger,60
"He told me if I left, he would find me. I felt panicked. My daughter stayed in her room most of the day.",immediate_danger,40
It was a calm evening. Nothing alarming happened. I felt calm. The kids seemed happy today.,safe,30
He grabbed my wrist when I tried to leave the room. I felt terrified.,immediate_danger,49
We talked about our plans and no arguments came up. I felt calm.,safe,48
"He told me if I left, he would find me. I felt panicked.",immediate_danger,60
I slept through the night without waking up in panic. I felt calm.,safe,19
It was a calm evening. Nothing alarming happened. I felt hopeful.,safe,22
He screamed at me in front of the kids tonight. I felt panicked.,immediate_danger,63
He screamed at me in front of the kids tonight. I felt panicked.,immediate_danger,32
I heard him walking around the house with something heavy. I felt fearful. I cooked dinner while they did homework.,immediate_danger,20
I locked myself in the bathroom after he yelled. I felt terrified. The kids seemed happy today.,immediate_danger,58
He keeps checking where I go. I feel watched. I felt worried.,at_risk,49
He threw my phone against the wall today. I felt panicked.,immediate_danger,34
He screamed at me in front of the kids tonight. I felt fearful.,immediate_danger,58
